unit_code,category_cd,School_Name,Lea_Name,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,class_teach_num,nbpts_num,advance_dgr_pct,_1yr_tchr_trnovr_pct,lateral_teach_pct,lea_flicensed_teach_pct,lea_tchyrs_0thru3_pct,lea_tchyrs_4thru10_pct,lea_tchyrs_11plus_pct,lea_class_teach_num,lea_nbpts_num,lea_advance_dgr_pct,lea_1yr_tchr_trnovr_pct,lea_lateral_teach_pct,st_flicensed_teach_pct,st_tchyrs_0thru3_pct,st_tchyrs_4thru10_pct,st_tchyrs_11plus_pct,st_class_teach_num,st_nbpts_num,st_advance_dgr_pct,st_1yr_tchr_trnovr_pct,st_emer_prov_teach_pct,st_lateral_teach_pct,leaname,schname,status,subgroup,subgroup_name,schcount,leacount,seacount,sch_percent_enrolled,lea_percent_enrolled,sea_percent_enrolled
260359,H,E E Smith High,Cumberland County Schools,0.8140000000000001,0.22,0.11900000000000001,0.6609999999999999,59.0,4.0,0.16899999999999998,0.185,0.16899999999999998,0.887,0.193,0.225,0.581,55.0,4.0,0.22,0.163,0.10800000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Cumberland County Schools,E E Smith High,ENROLL,ALL,All Students (Total or Subtotal,98.0,1783.0,51362.0,46.6666666666667,49.6380846325167,51.988460954501704
260374,H,Alger B. Wilkins High School,Cumberland County Schools,0.556,0.778,0.111,0.111,9.0,0.0,0.111,0.455,0.444,0.887,0.193,0.225,0.581,55.0,4.0,0.22,0.163,0.10800000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Cumberland County Schools,Alger B. Wilkins High School,ENROLL,ALL,All Students (Total or Subtotal,14.0,1783.0,51362.0,18.4210526315789,49.6380846325167,51.988460954501704
260388,H,Massey Hill Classical High,Cumberland County Schools,0.955,0.091,0.409,0.5,22.0,3.0,0.318,0.046,,0.887,0.193,0.225,0.581,55.0,4.0,0.22,0.163,0.10800000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Cumberland County Schools,Massey Hill Classical High,ENROLL,ALL,All Students (Total or Subtotal,51.0,1783.0,51362.0,67.10526315789471,49.6380846325167,51.988460954501704
260408,H,Pine Forest High,Cumberland County Schools,0.9229999999999999,0.14300000000000002,0.28600000000000003,0.5710000000000001,91.0,5.0,0.22,0.152,0.066,0.887,0.193,0.225,0.581,55.0,4.0,0.22,0.163,0.10800000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Cumberland County Schools,Pine Forest High,ENROLL,ALL,All Students (Total or Subtotal,191.0,1783.0,51362.0,48.3544303797468,49.6380846325167,51.988460954501704
260411,H,Reid Ross Classical High,Cumberland County Schools,0.88,0.28,0.04,0.68,25.0,1.0,0.16,0.161,0.12,0.887,0.193,0.225,0.581,55.0,4.0,0.22,0.163,0.10800000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Cumberland County Schools,Reid Ross Classical High,ENROLL,ALL,All Students (Total or Subtotal,54.0,1783.0,51362.0,67.5,49.6380846325167,51.988460954501704
260424,H,Seventy-First High,Cumberland County Schools,0.8740000000000001,0.253,0.264,0.483,87.0,1.0,0.092,0.2,0.126,0.887,0.193,0.225,0.581,55.0,4.0,0.22,0.163,0.10800000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Cumberland County Schools,Seventy-First High,ENROLL,ALL,All Students (Total or Subtotal,165.0,1783.0,51362.0,45.081967213114794,49.6380846325167,51.988460954501704
260427,H,South View High,Cumberland County Schools,0.903,0.129,0.26899999999999996,0.602,93.0,4.0,0.172,0.14300000000000002,0.086,0.887,0.193,0.225,0.581,55.0,4.0,0.22,0.163,0.10800000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Cumberland County Schools,South View High,ENROLL,ALL,All Students (Total or Subtotal,176.0,1783.0,51362.0,46.9333333333333,49.6380846325167,51.988460954501704
260446,H,Terry Sanford High,Cumberland County Schools,0.912,0.132,0.221,0.647,68.0,6.0,0.324,0.19399999999999998,0.08800000000000001,0.887,0.193,0.225,0.581,55.0,4.0,0.22,0.163,0.10800000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Cumberland County Schools,Terry Sanford High,ENROLL,ALL,All Students (Total or Subtotal,172.0,1783.0,51362.0,62.545454545454504,49.6380846325167,51.988460954501704
260455,H,Westover High,Cumberland County Schools,0.863,0.21899999999999997,0.247,0.534,73.0,2.0,0.205,0.044000000000000004,0.13699999999999998,0.887,0.193,0.225,0.581,55.0,4.0,0.22,0.163,0.10800000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Cumberland County Schools,Westover High,ENROLL,ALL,All Students (Total or Subtotal,113.0,1783.0,51362.0,44.664031620553395,49.6380846325167,51.988460954501704
260700,H,Cumberland Polytechnic,Cumberland County Schools,1.0,0.1,0.3,0.6,10.0,0.0,0.2,0.0,,0.887,0.193,0.225,0.581,55.0,4.0,0.22,0.163,0.10800000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Cumberland County Schools,Cumberland Polytechnic,ENROLL,ALL,All Students (Total or Subtotal,17.0,1783.0,51362.0,68.0,49.6380846325167,51.988460954501704
270306,H,Currituck County High,Currituck County Schools,0.925,0.179,0.209,0.612,67.0,8.0,0.239,0.2,0.075,0.909,0.182,0.23399999999999999,0.584,39.0,6.0,0.221,0.18899999999999997,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Currituck County Schools,Currituck County High,ENROLL,ALL,All Students (Total or Subtotal,87.0,105.0,51362.0,40.0921658986175,40.384615384615394,51.988460954501704
270311,H,The JP Knapp ECH (i)School,Currituck County Schools,0.8,0.2,0.4,0.4,10.0,3.0,0.1,0.111,0.2,0.909,0.182,0.23399999999999999,0.584,39.0,6.0,0.221,0.18899999999999997,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Currituck County Schools,The JP Knapp ECH (i)School,ENROLL,ALL,All Students (Total or Subtotal,18.0,105.0,51362.0,41.8604651162791,40.384615384615394,51.988460954501704
280304,T,Cape Hatteras Secondary School,Dare County Schools,0.966,0.207,0.172,0.621,29.0,5.0,0.345,0.032,0.034,0.966,0.207,0.172,0.621,29.0,5.0,0.345,0.032,0.034,0.852,0.215,0.237,0.5479999999999999,24.0,2.0,0.312,0.16699999999999998,0.004,0.10099999999999999,Dare County Schools,Cape Hatteras Secondary School,ENROLL,ALL,All Students (Total or Subtotal,19.0,185.0,51362.0,50.0,53.160919540229905,51.988460954501704
280316,H,Manteo High School,Dare County Schools,0.95,0.171,0.244,0.585,40.0,7.0,0.275,0.026000000000000002,0.05,0.951,0.154,0.24,0.606,34.0,7.0,0.233,0.069,0.049,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Dare County Schools,Manteo High School,ENROLL,ALL,All Students (Total or Subtotal,54.0,185.0,51362.0,49.5412844036697,53.160919540229905,51.988460954501704
280330,H,First Flight High School,Dare County Schools,0.9470000000000001,0.14,0.263,0.596,57.0,11.0,0.228,0.10400000000000001,0.053,0.951,0.154,0.24,0.606,34.0,7.0,0.233,0.069,0.049,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Dare County Schools,First Flight High School,ENROLL,ALL,All Students (Total or Subtotal,112.0,185.0,51362.0,59.2592592592593,53.160919540229905,51.988460954501704
290308,H,Central Davidson High,Davidson County Schools,0.8170000000000001,0.233,0.217,0.55,60.0,3.0,0.1,0.183,0.183,0.927,0.17,0.23,0.601,48.0,8.0,0.248,0.099,0.071,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Davidson County Schools,Central Davidson High,ENROLL,ALL,All Students (Total or Subtotal,120.0,779.0,51362.0,56.872037914691894,55.091937765205095,51.988460954501704
290314,T,Davidson County High School,Davidson County Schools,0.846,0.154,0.154,0.6920000000000001,13.0,3.0,0.308,0.077,0.154,0.846,0.154,0.154,0.6920000000000001,13.0,3.0,0.308,0.077,0.154,0.852,0.215,0.237,0.5479999999999999,24.0,2.0,0.312,0.16699999999999998,0.004,0.10099999999999999,Davidson County Schools,Davidson County High School,ENROLL,ALL,All Students (Total or Subtotal,11.0,779.0,51362.0,15.068493150684901,55.091937765205095,51.988460954501704
290315,H,Davidson Early College,Davidson County Schools,1.0,0.0,0.0,1.0,5.0,4.0,0.6,0.0,,0.927,0.17,0.23,0.601,48.0,8.0,0.248,0.099,0.071,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Davidson County Schools,Davidson Early College,ENROLL,ALL,All Students (Total or Subtotal,20.0,779.0,51362.0,68.9655172413793,55.091937765205095,51.988460954501704
290324,H,East Davidson High,Davidson County Schools,0.983,0.203,0.22,0.5760000000000001,59.0,10.0,0.271,0.061,0.017,0.927,0.17,0.23,0.601,48.0,8.0,0.248,0.099,0.071,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Davidson County Schools,East Davidson High,ENROLL,ALL,All Students (Total or Subtotal,111.0,779.0,51362.0,51.1520737327189,55.091937765205095,51.988460954501704
290336,H,Ledford Senior High,Davidson County Schools,0.912,0.217,0.217,0.565,69.0,14.0,0.24600000000000002,0.075,0.08800000000000001,0.927,0.17,0.23,0.601,48.0,8.0,0.248,0.099,0.071,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Davidson County Schools,Ledford Senior High,ENROLL,ALL,All Students (Total or Subtotal,197.0,779.0,51362.0,69.6113074204947,55.091937765205095,51.988460954501704
290348,H,North Davidson High,Davidson County Schools,0.937,0.147,0.253,0.6,95.0,15.0,0.316,0.066,0.063,0.927,0.17,0.23,0.601,48.0,8.0,0.248,0.099,0.071,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Davidson County Schools,North Davidson High,ENROLL,ALL,All Students (Total or Subtotal,194.0,779.0,51362.0,57.227138643067796,55.091937765205095,51.988460954501704
290365,H,South Davidson High,Davidson County Schools,0.97,0.08800000000000001,0.265,0.647,34.0,4.0,0.235,0.09,0.03,0.927,0.17,0.23,0.601,48.0,8.0,0.248,0.099,0.071,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Davidson County Schools,South Davidson High,ENROLL,ALL,All Students (Total or Subtotal,36.0,779.0,51362.0,39.1304347826087,55.091937765205095,51.988460954501704
290388,H,West Davidson High,Davidson County Schools,0.958,0.10400000000000001,0.25,0.6459999999999999,48.0,7.0,0.22899999999999998,0.163,0.021,0.927,0.17,0.23,0.601,48.0,8.0,0.248,0.099,0.071,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Davidson County Schools,West Davidson High,ENROLL,ALL,All Students (Total or Subtotal,90.0,779.0,51362.0,54.545454545454504,55.091937765205095,51.988460954501704
291336,H,Lexington Senior High,Lexington City Schools,0.778,0.278,0.259,0.46299999999999997,54.0,5.0,0.185,0.18899999999999997,0.222,0.778,0.278,0.259,0.46299999999999997,54.0,5.0,0.185,0.18899999999999997,0.222,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Lexington City Schools,Lexington Senior High,ENROLL,ALL,All Students (Total or Subtotal,66.0,66.0,51362.0,42.5806451612903,42.5806451612903,51.988460954501704
292324,H,Thomasville High,Thomasville City Schools,0.86,0.235,0.11800000000000001,0.647,50.0,1.0,0.2,0.235,0.14,0.86,0.235,0.11800000000000001,0.647,50.0,1.0,0.2,0.235,0.14,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Thomasville City Schools,Thomasville High,ENROLL,ALL,All Students (Total or Subtotal,70.0,70.0,51362.0,44.871794871794904,44.871794871794904,51.988460954501704
300312,H,Davie County High,Davie County Schools,0.94,0.282,0.2,0.518,109.0,13.0,0.273,0.159,0.018000000000000002,0.943,0.276,0.198,0.526,58.0,7.0,0.284,0.14800000000000002,0.017,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Davie County Schools,Davie County High,ENROLL,ALL,All Students (Total or Subtotal,222.0,242.0,51362.0,59.2,58.595641646489106,51.988460954501704
300314,H,Davie County Early College High,Davie County Schools,1.0,0.16699999999999998,0.16699999999999998,0.667,6.0,0.0,0.5,0.0,,0.943,0.276,0.198,0.526,58.0,7.0,0.284,0.14800000000000002,0.017,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Davie County Schools,Davie County Early College High,ENROLL,ALL,All Students (Total or Subtotal,20.0,242.0,51362.0,54.0540540540541,58.595641646489106,51.988460954501704
310338,H,Duplin Early College High,Duplin County Schools,1.0,0.25,0.5,0.25,8.0,1.0,0.5,0.125,,0.89,0.22399999999999998,0.28600000000000003,0.49,36.0,3.0,0.179,0.161,0.10300000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Duplin County Schools,Duplin Early College High,ENROLL,ALL,All Students (Total or Subtotal,20.0,297.0,51362.0,57.1428571428571,53.804347826086996,51.988460954501704
310344,H,East Duplin High,Duplin County Schools,0.9470000000000001,0.121,0.293,0.586,57.0,8.0,0.175,0.114,0.035,0.89,0.22399999999999998,0.28600000000000003,0.49,36.0,3.0,0.179,0.161,0.10300000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Duplin County Schools,East Duplin High,ENROLL,ALL,All Students (Total or Subtotal,108.0,297.0,51362.0,56.25,53.804347826086996,51.988460954501704
310352,H,James Kenan High,Duplin County Schools,0.6829999999999999,0.366,0.22,0.415,41.0,1.0,0.098,0.209,0.317,0.89,0.22399999999999998,0.28600000000000003,0.49,36.0,3.0,0.179,0.161,0.10300000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Duplin County Schools,James Kenan High,ENROLL,ALL,All Students (Total or Subtotal,73.0,297.0,51362.0,52.5179856115108,53.804347826086996,51.988460954501704
310364,T,North Duplin Jr Sr High,Duplin County Schools,0.8290000000000001,0.28600000000000003,0.22899999999999998,0.486,35.0,4.0,0.114,0.235,0.14300000000000002,0.8290000000000001,0.28600000000000003,0.22899999999999998,0.486,35.0,4.0,0.114,0.235,0.14300000000000002,0.852,0.215,0.237,0.5479999999999999,24.0,2.0,0.312,0.16699999999999998,0.004,0.10099999999999999,Duplin County Schools,North Duplin Jr Sr High,ENROLL,ALL,All Students (Total or Subtotal,27.0,297.0,51362.0,39.7058823529412,53.804347826086996,51.988460954501704
310392,H,Wallace-Rose Hill High,Duplin County Schools,1.0,0.225,0.3,0.475,39.0,3.0,0.205,0.171,,0.89,0.22399999999999998,0.28600000000000003,0.49,36.0,3.0,0.179,0.161,0.10300000000000001,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Duplin County Schools,Wallace-Rose Hill High,ENROLL,ALL,All Students (Total or Subtotal,69.0,297.0,51362.0,58.4745762711864,53.804347826086996,51.988460954501704
320309,H,J D Clement Early College HS,Durham Public Schools,0.865,0.4,0.33299999999999996,0.267,15.0,1.0,0.33299999999999996,0.207,0.067,0.8190000000000001,0.337,0.23199999999999998,0.431,59.0,6.0,0.33299999999999996,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Durham Public Schools,J D Clement Early College HS,ENROLL,ALL,All Students (Total or Subtotal,65.0,988.0,51362.0,78.31325301204821,45.6773000462321,51.988460954501704
320312,H,C E Jordan High,Durham Public Schools,0.902,0.321,0.259,0.42,112.0,17.0,0.363,0.20600000000000002,0.08,0.8190000000000001,0.337,0.23199999999999998,0.431,59.0,6.0,0.33299999999999996,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Durham Public Schools,C E Jordan High,ENROLL,ALL,All Students (Total or Subtotal,174.0,988.0,51362.0,51.026392961876795,45.6773000462321,51.988460954501704
320317,H,City of Medicine Academy,Durham Public Schools,0.882,0.34600000000000003,0.192,0.462,26.0,4.0,0.26899999999999996,0.168,0.11800000000000001,0.8190000000000001,0.337,0.23199999999999998,0.431,59.0,6.0,0.33299999999999996,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Durham Public Schools,City of Medicine Academy,ENROLL,ALL,All Students (Total or Subtotal,53.0,988.0,51362.0,61.62790697674421,45.6773000462321,51.988460954501704
320322,H,Durham's Performance Learning Center,Durham Public Schools,0.8290000000000001,0.278,0.33299999999999996,0.389,18.0,0.0,0.222,0.324,0.114,0.8190000000000001,0.337,0.23199999999999998,0.431,59.0,6.0,0.33299999999999996,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Durham Public Schools,Durham's Performance Learning Center,ENROLL,ALL,All Students (Total or Subtotal,14.0,988.0,51362.0,13.8613861386139,45.6773000462321,51.988460954501704
320323,T,Durham School of the Arts,Durham Public Schools,0.973,0.18899999999999997,0.23399999999999999,0.5770000000000001,111.0,26.0,0.523,0.166,0.018000000000000002,0.937,0.205,0.239,0.557,59.0,10.0,0.506,0.17300000000000001,0.052000000000000005,0.852,0.215,0.237,0.5479999999999999,24.0,2.0,0.312,0.16699999999999998,0.004,0.10099999999999999,Durham Public Schools,Durham School of the Arts,ENROLL,ALL,All Students (Total or Subtotal,138.0,988.0,51362.0,60.2620087336244,45.6773000462321,51.988460954501704
320325,H,Hillside High,Durham Public Schools,0.7809999999999999,0.304,0.261,0.435,92.0,6.0,0.337,0.158,0.20800000000000002,0.8190000000000001,0.337,0.23199999999999998,0.431,59.0,6.0,0.33299999999999996,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Durham Public Schools,Hillside High,ENROLL,ALL,All Students (Total or Subtotal,117.0,988.0,51362.0,37.987012987013,45.6773000462321,51.988460954501704
320353,H,Middle College HS @ DTCC,Durham Public Schools,0.8290000000000001,0.16699999999999998,0.0,0.833,6.0,3.0,0.667,0.0,0.171,0.8190000000000001,0.337,0.23199999999999998,0.431,59.0,6.0,0.33299999999999996,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Durham Public Schools,Middle College HS @ DTCC,ENROLL,ALL,All Students (Total or Subtotal,41.0,988.0,51362.0,58.571428571428605,45.6773000462321,51.988460954501704
320356,H,Northern High,Durham Public Schools,0.7509999999999999,0.316,0.27399999999999997,0.41100000000000003,95.0,9.0,0.368,0.24,0.122,0.8190000000000001,0.337,0.23199999999999998,0.431,59.0,6.0,0.33299999999999996,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Durham Public Schools,Northern High,ENROLL,ALL,All Students (Total or Subtotal,94.0,988.0,51362.0,33.8129496402878,45.6773000462321,51.988460954501704
320365,H,"Riverside High, Durham",Durham Public Schools,0.875,0.27699999999999997,0.152,0.5710000000000001,112.0,16.0,0.384,0.168,0.107,0.8190000000000001,0.337,0.23199999999999998,0.431,59.0,6.0,0.33299999999999996,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Durham Public Schools,"Riverside High, Durham",ENROLL,ALL,All Students (Total or Subtotal,177.0,988.0,51362.0,47.4530831099196,45.6773000462321,51.988460954501704
320368,H,Southern School of Energy and Sustainabi,Durham Public Schools,0.713,0.511,0.17,0.319,94.0,4.0,0.23399999999999999,0.156,0.213,0.8190000000000001,0.337,0.23199999999999998,0.431,59.0,6.0,0.33299999999999996,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Durham Public Schools,Southern School of Energy and Sustainabi,ENROLL,ALL,All Students (Total or Subtotal,80.0,988.0,51362.0,35.242290748898704,45.6773000462321,51.988460954501704
320701,H,Hillside New Tech High,Durham Public Schools,0.902,0.23800000000000002,0.429,0.33299999999999996,21.0,0.0,0.23800000000000002,0.05,0.098,0.8190000000000001,0.337,0.23199999999999998,0.431,59.0,6.0,0.33299999999999996,0.183,0.13699999999999998,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Durham Public Schools,Hillside New Tech High,ENROLL,ALL,All Students (Total or Subtotal,35.0,988.0,51362.0,52.2388059701493,45.6773000462321,51.988460954501704
330326,H,Edgecombe Early College High,Edgecombe County Public School,1.0,0.375,0.25,0.375,8.0,1.0,0.0,0.0,,0.879,0.193,0.244,0.563,30.0,3.0,0.16,0.0,0.121,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Edgecombe County Public School,Edgecombe Early College High,ENROLL,ALL,All Students (Total or Subtotal,19.0,238.0,51362.0,57.5757575757576,53.3632286995516,51.988460954501704
330328,H,North Edgecombe High,Edgecombe County Public School,0.784,0.28600000000000003,0.14300000000000002,0.5710000000000001,21.0,1.0,0.19,0.0,0.21600000000000003,0.879,0.193,0.244,0.563,30.0,3.0,0.16,0.0,0.121,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Edgecombe County Public School,North Edgecombe High,ENROLL,ALL,All Students (Total or Subtotal,29.0,238.0,51362.0,40.84507042253521,53.3632286995516,51.988460954501704
330350,H,SouthWest Edgecombe High,Edgecombe County Public School,0.8809999999999999,0.12,0.32,0.56,50.0,5.0,0.2,0.0,0.11900000000000001,0.879,0.193,0.244,0.563,30.0,3.0,0.16,0.0,0.121,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Edgecombe County Public School,SouthWest Edgecombe High,ENROLL,ALL,All Students (Total or Subtotal,112.0,238.0,51362.0,58.9473684210526,53.3632286995516,51.988460954501704
330358,H,Tarboro High,Edgecombe County Public School,0.9009999999999999,0.2,0.2,0.6,40.0,4.0,0.125,0.0,0.099,0.879,0.193,0.244,0.563,30.0,3.0,0.16,0.0,0.121,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Edgecombe County Public School,Tarboro High,ENROLL,ALL,All Students (Total or Subtotal,78.0,238.0,51362.0,51.315789473684205,53.3632286995516,51.988460954501704
340311,H,Atkins Academic & Tech High,Forsyth County Schools,0.948,0.105,0.228,0.667,57.0,4.0,0.42100000000000004,0.1,0.052000000000000005,0.902,0.188,0.22,0.591,71.0,8.0,0.3,0.14,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Forsyth County Schools,Atkins Academic & Tech High,ENROLL,ALL,All Students (Total or Subtotal,55.0,1948.0,51362.0,61.7977528089888,53.70829886958921,51.988460954501704
340330,H,Carver High,Forsyth County Schools,0.75,0.28300000000000003,0.264,0.45299999999999996,52.0,4.0,0.212,0.281,0.231,0.902,0.188,0.22,0.591,71.0,8.0,0.3,0.14,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Forsyth County Schools,Carver High,ENROLL,ALL,All Students (Total or Subtotal,41.0,1948.0,51362.0,37.2727272727273,53.70829886958921,51.988460954501704
340362,H,Early College of Forsyth Co,Forsyth County Schools,1.0,0.0,0.33299999999999996,0.667,12.0,1.0,0.583,0.0,,0.902,0.188,0.22,0.591,71.0,8.0,0.3,0.14,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Forsyth County Schools,Early College of Forsyth Co,ENROLL,ALL,All Students (Total or Subtotal,36.0,1948.0,51362.0,73.46938775510199,53.70829886958921,51.988460954501704
340364,H,East Forsyth High,Forsyth County Schools,0.968,0.136,0.209,0.655,110.0,14.0,0.273,0.11800000000000001,0.032,0.902,0.188,0.22,0.591,71.0,8.0,0.3,0.14,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Forsyth County Schools,East Forsyth High,ENROLL,ALL,All Students (Total or Subtotal,268.0,1948.0,51362.0,59.292035398230105,53.70829886958921,51.988460954501704
340382,H,Robert B Glenn High School,Forsyth County Schools,0.8859999999999999,0.204,0.204,0.591,92.0,4.0,0.228,0.17300000000000001,0.098,0.902,0.188,0.22,0.591,71.0,8.0,0.3,0.14,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Forsyth County Schools,Robert B Glenn High School,ENROLL,ALL,All Students (Total or Subtotal,172.0,1948.0,51362.0,46.3611859838275,53.70829886958921,51.988460954501704
340446,H,Middle College of Forsyth Cnty,Forsyth County Schools,0.667,0.2,0.0,0.8,5.0,0.0,0.4,0.0,0.33299999999999996,0.902,0.188,0.22,0.591,71.0,8.0,0.3,0.14,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Forsyth County Schools,Middle College of Forsyth Cnty,ENROLL,ALL,All Students (Total or Subtotal,27.0,1948.0,51362.0,69.23076923076921,53.70829886958921,51.988460954501704
340454,H,Mount Tabor High School,Forsyth County Schools,0.902,0.17,0.22699999999999998,0.602,87.0,14.0,0.273,0.131,0.092,0.902,0.188,0.22,0.591,71.0,8.0,0.3,0.14,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Forsyth County Schools,Mount Tabor High School,ENROLL,ALL,All Students (Total or Subtotal,192.0,1948.0,51362.0,52.6027397260274,53.70829886958921,51.988460954501704
340460,H,North Forsyth High,Forsyth County Schools,0.838,0.321,0.235,0.444,80.0,7.0,0.235,0.20600000000000002,0.13699999999999998,0.902,0.188,0.22,0.591,71.0,8.0,0.3,0.14,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Forsyth County Schools,North Forsyth High,ENROLL,ALL,All Students (Total or Subtotal,111.0,1948.0,51362.0,41.2639405204461,53.70829886958921,51.988460954501704
340486,H,Parkland High,Forsyth County Schools,0.821,0.247,0.247,0.505,92.0,5.0,0.239,0.096,0.168,0.902,0.188,0.22,0.591,71.0,8.0,0.3,0.14,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Forsyth County Schools,Parkland High,ENROLL,ALL,All Students (Total or Subtotal,123.0,1948.0,51362.0,39.9350649350649,53.70829886958921,51.988460954501704
340488,T,J F Kennedy High,Forsyth County Schools,0.8290000000000001,0.342,0.184,0.474,38.0,2.0,0.237,0.18,0.158,0.887,0.29600000000000004,0.21100000000000002,0.493,38.0,2.0,0.311,0.221,0.11,0.852,0.215,0.237,0.5479999999999999,24.0,2.0,0.312,0.16699999999999998,0.004,0.10099999999999999,Forsyth County Schools,J F Kennedy High,ENROLL,ALL,All Students (Total or Subtotal,17.0,1948.0,51362.0,36.956521739130395,53.70829886958921,51.988460954501704
340495,H,Ronald W Reagan High School,Forsyth County Schools,0.9690000000000001,0.11199999999999999,0.245,0.643,97.0,18.0,0.34700000000000003,0.149,0.031,0.902,0.188,0.22,0.591,71.0,8.0,0.3,0.14,0.091,0.898,0.21,0.244,0.546,53.0,7.0,0.258,0.145,0.002,0.094,Forsyth County Schools,Ronald W Reagan High School,ENROLL,ALL,All Students (Total or Subtotal,298.0,1948.0,51362.0,66.96629213483149,53.70829886958921,51.988460954501704
